1.783544	2.726274	90
\	1118.210815	3194.888184
7.669237	8.713884	40
\	1006.389771	3162.939209
19.886511	21.319715	12
\	830.670898	3769.968262
26.077955	26.855070	90
\	1214.057495	3162.939209
29.160937	30.422157	12
\	1070.287476	3690.095947
32.817201	33.740822	90
\	1118.210815	2555.910645
39.900417	41.461018	90
\	1102.236450	3562.300293
46.818018	48.435947	168
\	958.466431	3610.223633
48.830874	49.582511	90
\	1373.802002	3370.606934
54.283422	55.506423	12
\	894.568726	3386.581543
59.774188	61.544992	168
\	1054.313110	3817.891357
68.010337	68.793822	90
\	1373.802002	3322.683594
71.450028	72.188925	177
\	1086.261963	3210.862549
82.132180	83.705520	168
\	1102.236450	3514.376953
105.528450	106.713232	175
\	958.466431	3162.939209
106.846998	107.687811	1
\	1054.313110	3386.581543
