2.196608	3.542277	175
\	975.177307	3191.489258
7.559497	8.647906	1744
\	1117.021240	2783.687988
12.269340	13.615010	174
\	939.716309	2978.723389
17.671808	19.106529	174
\	868.794312	3067.375977
23.014908	24.429840	90
\	1010.638306	3244.680664
30.317144	30.841560	103
\	1081.560303	3475.177246
32.672066	33.978157	174
\	992.907837	3138.297852
39.657674	41.141869	174
\	1046.099243	3102.836914
58.516838	59.822929	175
\	1046.099243	3067.375977
77.534315	78.800828	35
\	1046.099243	3315.602783
