0.635458	1.800465	1
\	1442.622925	3803.278564
4.878467	5.997138	159
\	1049.180298	3698.360596
6.387680	7.201861	90
\	1154.098389	3619.672119
10.001849	11.041088	159
\	891.803284	3488.524658
11.067566	11.709644	90
\	1049.180298	3252.458984
16.369671	17.130897	1
\	1180.327881	3567.213135
19.950744	20.745067	1
\	1101.639404	3357.376953
23.928978	24.749778	1
\	1127.868896	3436.065674
24.842449	25.570578	90
\	1232.786865	3200.000000
29.363470	30.078361	40
\	1075.409912	3252.458984
30.502000	31.243368	40
\	1154.098389	3200.000000
34.963447	35.691576	118
\	1206.557373	3672.131104
36.115215	36.869822	156
\	944.262268	3462.295166
39.186597	39.663191	121
\	1757.377075	3567.213135
40.404559	41.139307	90
\	996.721313	3147.541016
41.351127	42.377127	90
\	839.344238	3409.835938
46.064109	46.752523	156
\	944.262268	3200.000000
47.043774	47.917529	156
\	1206.557373	4144.262207
51.213970	52.279686	176
\	1154.098389	3619.672119
57.442785	58.237108	156
\	996.721313	3304.917969
62.645600	63.691459	159
\	1022.950745	3409.835938
70.707978	71.978894	159
\	944.262268	3698.360596
76.811025	77.863503	159
\	944.262268	3462.295166
83.364189	84.436525	159
\	970.491821	3462.295166
88.236036	89.136269	1
\	891.803284	2832.786865
91.810490	93.366039	12
\	944.262268	2622.950684
93.862490	94.643575	90
\	1075.409912	2596.721436
98.787292	99.733861	41
\	1049.180298	3698.360596
99.793435	100.680429	1
\	1180.327881	3514.754150
102.083733	102.878055	90
\	1363.934448	3514.754150
107.617515	108.425077	1
\	1311.475342	3488.524658
