6.023052	7.032085	1
\	996.441223	2882.562256
10.482727	11.672389	129
\	943.060547	3131.672852
20.890711	21.899743	1
\	943.060547	2953.736816
38.853981	39.975129	187
\	1103.202881	3772.242188
50.887629	51.840604	1
\	1263.345215	3825.622803
59.265090	60.392466	187
\	1370.106812	3879.003418
66.596148	67.804495	12
\	960.854065	3576.512451
74.444179	75.608926	12
\	1049.822021	3629.893311
80.461002	81.681807	90
\	1049.822021	3558.718750
93.852484	94.550086	35
\	1067.615723	3202.846924
94.718259	95.503062	1
\	1120.996460	3487.544434
109.243344	110.227462	1
\	996.441223	3558.718750
116.281658	117.477548	90
\	818.505371	3131.672852
166.122882	167.156829	1
\	960.854065	3007.117432
198.642382	199.913015	122
\	960.854065	3950.177979
209.368024	210.358371	1
\	996.441223	3202.846924
