0.058238	0.808054	1
\	1014.084473	3774.647949
3.072063	3.479730	121
\	1380.281738	3915.492920
7.050457	7.796633	118
\	929.577454	3690.140869
14.686935	15.524109	1
\	1154.929565	4056.337891
20.365155	20.907498	113
\	845.070435	3605.633789
23.473617	24.205234	1
\	1380.281738	4084.507080
26.811391	26.964266	90
\	1042.253540	4028.169189
28.132669	28.649533	113
\	1239.436646	3802.816895
30.615071	31.313929	1
\	1267.605713	3830.986084
33.010115	33.548818	103
\	2000.000000	3492.957764
34.735420	34.870096	90
\	1126.760620	3464.788574
35.616273	36.766476	12
\	1267.605713	4253.520996
38.076835	38.200591	90
\	1211.267578	3154.929688
39.212479	40.173408	1
\	985.915466	3577.464844
41.534725	41.702160	116
\	1380.281738	3774.647949
42.797765	44.057165	12
\	1042.253540	3971.831055
45.673274	45.822510	116
\	1492.957764	3802.816895
46.721561	47.686131	1
\	1154.929565	3605.633789
49.891901	50.834631	1
\	1154.929565	4056.337891
52.854767	53.000362	90
\	1295.774658	3295.774658
53.870295	54.893102	1
\	1154.929565	3577.464844
57.222629	57.346385	90
\	985.915466	3154.929688
59.279164	60.414808	12
\	1183.098511	4478.873047
62.227470	63.297596	1
\	1211.267578	3859.155029
64.524238	64.669833	50
\	1042.253540	3492.957764
65.325012	65.761798	121
\	1436.619751	3661.971924
67.283270	67.672738	121
\	1436.619751	3577.464844
68.564510	68.673706	90
\	2140.844971	3436.619873
69.190570	69.630996	121
\	1211.267578	3633.802979
71.632933	72.026040	121
\	1380.281738	3633.802979
73.063407	73.416476	121
\	1380.281738	3859.155029
75.189100	75.611327	121
\	1605.633911	3549.295654
76.987203	77.547745	121
\	1464.788696	3521.126709
78.501395	78.919982	121
\	1436.619751	3661.971924
80.630728	81.045675	121
\	1408.450684	3605.633789
82.152200	82.490709	121
\	1492.957764	3690.140869
84.343410	84.754717	121
\	1408.450684	3746.478760
86.920449	87.393634	121
\	1380.281738	3408.450684
89.788678	90.203625	121
\	1380.281738	3521.126709
93.210170	93.686994	121
\	1436.619751	3408.450684
94.902716	95.415940	121
\	1521.126709	3802.816895
98.451604	98.884750	121
\	1549.295776	3915.492920
100.548177	100.864847	90
\	1605.633911	2929.577393
101.469068	101.563705	90
\	2394.366211	3211.267822
101.938613	102.091488	90
\	2253.521240	3577.464844
102.666590	103.147055	121
\	1436.619751	3267.605469
104.948798	105.378304	121
\	1605.633911	3633.802979
107.420280	107.867986	121
\	1605.633911	4084.507080
111.515150	111.908258	121
\	1323.943604	3408.450684
117.884948	118.274416	121
\	1380.281738	3521.126709
124.025434	124.425821	121
\	1380.281738	3915.492920
