7.105662	8.714491	173
\	1086.261963	3514.376953
13.778177	14.974486	120
\	1198.083130	3674.121582
18.408717	19.110002	118
\	1150.159790	3498.402588
19.336888	19.687530	82
\	2236.421631	3801.916748
25.906273	26.782879	1
\	1246.006470	3402.555908
34.589825	35.909890	12
\	1230.031982	3370.606934
40.292918	41.241715	1
\	1469.648682	3290.734863
49.543685	51.173140	173
\	1134.185303	3626.198242
53.534819	54.308294	502
\	1261.980835	3067.092529
57.587830	59.000712	174
\	1118.210815	2939.297363
61.166444	62.135866	1
\	1230.031982	3130.990234
66.498268	67.508943	1
\	1086.261963	3003.194824
77.811637	78.677930	40
\	1086.261963	3466.453613
