0.040321	0.310473	90
\	1186.943604	3038.575684
5.794147	6.072363	90
\	1139.465942	2729.970215
8.015842	8.427118	118
\	1376.854614	3442.136475
12.027795	13.015663	129
\	1091.988037	3750.741943
20.854092	21.902442	1
\	854.599426	3323.442139
25.853913	26.886134	1
\	925.815979	3465.875488
31.696446	33.103654	12
\	1305.637939	3750.741943
39.337302	39.538907	90
\	1139.465942	2421.364990
45.155642	45.433858	90
\	1163.204834	2729.970215
50.272394	51.018335	1
\	1234.421387	3655.786377
55.731876	56.493946	1
\	1044.510376	3727.002930
61.344579	62.167130	1
\	1281.899048	3869.436279
64.610591	64.755747	116
\	1614.243286	3347.181152
70.166843	70.892624	1
\	1139.465942	3774.480713
74.844095	76.001312	12
\	1115.726929	3916.914063
80.493087	80.888234	121
\	1495.548950	3655.786377
84.303434	84.698581	121
\	1566.765503	3608.308594
87.492836	87.867823	121
\	1566.765503	3370.919922
91.984611	92.363630	121
\	1448.071289	3537.092041
95.512710	95.907858	121
\	1637.982300	3109.792236
98.306965	98.673888	121
\	1543.026733	3228.486572
101.387500	101.750390	121
\	1543.026733	3442.136475
104.984146	105.226072	90
\	1471.810059	2896.142578
107.899364	109.076741	12
\	1281.899048	3584.569580
115.403128	116.834528	122
\	1091.988037	3489.614258
120.592458	121.761771	12
\	1020.771484	3679.525146
124.959237	125.503572	118
\	1091.988037	3442.136475
129.011511	129.648585	118
\	1091.988037	3299.703369
132.995240	133.281520	119
\	1139.465942	2777.448242
136.886230	137.628139	1
\	1186.943604	3370.919922
141.023178	142.184427	12
\	1234.421387	3750.741943
