1.671628	2.473187	90
\	1137.184082	3014.440430
5.234112	5.843845	90
\	1155.234619	2400.722168
14.811716	15.818803	90
\	1173.285156	3158.844727
21.285847	22.066854	345
\	1227.436768	2870.036133
28.034016	28.253246	111
\	1227.436768	2635.379150
31.486886	32.021259	156
\	1119.133667	2545.126465
36.645638	37.433496	40
\	992.779785	3068.592041
39.975192	40.673987	1566
\	938.628174	2599.278076
52.902901	53.355063	90
\	974.729187	3212.996338
53.519485	54.396405	1755
\	902.527039	3176.895264
